"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.002025",2011,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.003683",2012,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.007217",2013,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.0015806",2014,"","Angolan Institute of Communications
Angolan Institute of Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.00882028",2016,"","Angolan Institute of Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.02",2017,"","Angolan Institute of Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.0304769",2018,"","INACOM","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.034",2019,"","Angolan Institute of Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.060678",2020,"0,060678000000","Angolan Institute of Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.089409",2021,"this data need review with operators","Angolan Institute of Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",8,"AGO","Angola","0.173527",2022,"","Angolan Institute of Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",10,"ALB","Albania","0.00600657",2014,"","Minister of State for the Innovation and Public Administration","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",10,"ALB","Albania","0.0117754",2015,"","Ministry of Infrastructure and Energy","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",10,"ALB","Albania","0.0267536",2016,"","AKEP","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",10,"ALB","Albania","0.0459011",2017,"","Ministry of Infrastructure and Energy","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",10,"ALB","Albania","0.0600518",2018,"","Ministry of Infrastructure and Energy","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",10,"ALB","Albania","0.0691355",2019,"","Ministry of Infrastructure and Energy","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",10,"ALB","Albania","0.08895",2020,"","Ministry of Infrastructure and Energy","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",10,"ALB","Albania","0.155586",2021,"","Ministry of Infrastructure and Energy","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",10,"ALB","Albania","0.18448",2022,"","Ministry of Infrastructure and Energy","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",11,"DZA","Algeria","0.08",2016,"","Ministère de la Poste, des Télécommunications, des Technologies et du Numérique","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",11,"DZA","Algeria","0.192146",2017,"192'146'050'479 MB.","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",11,"DZA","Algeria","0.488882",2018,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",11,"DZA","Algeria","1.01939",2019,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",11,"DZA","Algeria","1.42681",2020,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",11,"DZA","Algeria","2.51819",2021,"Trafic Mobile de l'année 2021 a été corrigé de 1.934677687  à 2.51818974502388.","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",11,"DZA","Algeria","3.51116",2022,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",14,"AND","Andorra","0.00056972",2018,"","Andorra Telecom SAU","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",14,"AND","Andorra","0.00073222",2019,"","Andorra Telecom SAU","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",14,"AND","Andorra","0.001585",2021,"","Andorra Telecom SAU","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",14,"AND","Andorra","0.002138",2022,"","Andorra Telecom SAU","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",16,"ARG","Argentina","0.59",2017,"Only Download Traffic","Ente Nacional de Comunicaciones","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",16,"ARG","Argentina","0.892811",2018,"Only Download Traffic","Ente Nacional de Comunicaciones","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",16,"ARG","Argentina","1.05243",2019,"Only Download Traffic","Ente Nacional de Comunicaciones","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",16,"ARG","Argentina","1.06131",2020,"Only Download Traffic","Ente Nacional de Comunicaciones","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",16,"ARG","Argentina","1.2609",2021,"Only Download Traffic","Ente Nacional de Comunicaciones","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",16,"ARG","Argentina","1.64245",2022,"Only Download Traffic","Ente Nacional de Comunicaciones","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.01",2011,"","Ministry of Transport and Communication of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.02",2012,"","Ministry of Transport and Communication of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.03",2013,"","Ministry of Transport and Communication of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.034",2014,"33’968’235 GB.","Ministry of Transport and Communication of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.04",2015,"","Ministry of Transport and Communication of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.06",2016,"","Ministry of Transport, Communication and Information Technologies of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.09",2017,"","Ministry of Transport, Communication and Information Technologies of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.1",2018,"","Ministry of High-Tech Industry of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.13",2019,"","Ministry of High-Tech Industry of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.17",2020,"","Ministry of High-Tech Industry of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.21",2021,"","Ministry of High-Tech Industry of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",17,"ARM","Armenia","0.26",2022,"","Ministry of High-Tech Industry of Armenia","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","0.5",2013,"exabytes","Communication and Information Technology Commission","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","1.83",2014,"","Communication and Information Technology Commission","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","2.44",2015,"","Communication and Information Technology Commission","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","3.11",2016,"","Communications and Information Technology Commission (CITC)","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","5.44",2017,"","Communications and Information Technology Commission (CITC)","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","7.36",2018,"","CITC","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","7.78",2019,"","Communication and Information Technology Commission","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","13.22",2020,"","Communications, Space & Technology Commission","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","14.416",2021,"","Communication and Information Technology Commission","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",18,"SAU","Saudi Arabia","19.3",2022,"","Communication and Information Technology Commission","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",20,"ATG","Antigua and Barbuda","0.000992",2016,"","Ministry of Information, Broadcasting, Telecommunications and Information Technology	
Ministry of Information, Broadcasting, Telecommunications and Information Technology	
Ministry of Information, Broadcasting, Telecommunications and Information Technology","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","0.0982309",2011,"Estimated for the calendar year. Source: Australian Bureau of Statistics (2017), 8153.0 Internet Activity, Australia, December 2016, Tables 3 & 5","Department of Communications and the Arts","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","0.15",2012,"Estimated for the calendar year. Source: Australian Bureau of Statistics (2017), 8153.0 Internet Activity, Australia, December 2016, Tables 3 & 5","Department of Communications and the Arts","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","0.21125",2013,"Estimated for the calendar year. Source: Australian Bureau of Statistics (2017), 8153.0 Internet Activity, Australia, December 2016, Tables 3 & 5","Department of Communications and the Arts","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","0.31",2014,"Estimated for the calendar year. Source: Australian Bureau of Statistics (2017), 8153.0 Internet Activity, Australia, December 2016, Tables 3 & 5","Department of Communications and the Arts","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","0.46",2015,"Estimated for the calendar year. Source: Australian Bureau of Statistics (2017), 8153.0 Internet Activity, Australia, December 2016, Tables 3 & 5","Department of Communications and the Arts","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","0.7",2016,"Estimated for the calendar year. Source: Australian Bureau of Statistics (2018), 8153.0 Internet Activity, Australia, June 2018, Table 3, – Volume of data downloaded by access connection. http://www.abs.gov.au/AUSSTATS/abs@.nsf/DetailsPage/8153.0December%202017?OpenDocumentMethodology: The ABS reports data in the quarters to June and December each year. To provide figures for data downloaded in a calendar year, the quarters to March and October have been estimated. Each missing quarter is estimated as the geometric mean of the two","Department of Communications and the Arts","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","1.08",2017,"Estimated for the calendar year.Does not include data uploaded.Source: Australian Bureau of Statistics (2018), 8153.0 Internet Activity, Australia, June 2017, Table 3, – Volume of data downloaded by access connection. http://www.abs.gov.au/AUSSTATS/abs@.nsf/DetailsPage/8153.0December%202017?OpenDocumentMethodology: The ABS reports data in the quarters to June and December each year. To provide figures for data downloaded in a calendar year, the quarters to March and October have been estimated. Each missing quarter is estimated as the geometric mean of the two quarters either side ","Department of Infrastructure, Transport, Regional Development and Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","1.58",2018,"Estimated for the calendar year. Does not include data uploaded.Source: Australian Bureau of Statistics (2018), 8153.0 Internet Activity, Australia, June 2018, Table 3, – Volume of data downloaded by access connection. Methodology: The ABS reports data in the quarters to June and December each year. To provide figures for data downloaded in a calendar year, the quarters to March and October have been estimated. Each missing quarter is estimated as the geometric mean of the two. Data reported for December 2018 and onwards is being collected by a new entity using a different methodology.","Department of Infrastructure, Transport, Regional Development and Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","2.77",2019,"Estimated for the calendar year.Does not include data uploaded.Figures reported from June 2019 comprise a series break and are incomparable with previous data for any broadband measures Australia reports to the ITU due to changes in reporting.Source: ACCC Internet Activity Report, December 2019.Methodology: The ACCC reports data in the quarters to June and December each year. To provide figures for data downloaded in a financial year, the quarters to March and October have been estimated. Each missing quarter is estimated as the geometric mean of the two quarters either side.","Department of Infrastructure, Transport, Regional Development and Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","3.4",2020,"Estimated for the calendar year.Does not include data uploaded.Source: ACCC Internet Activity Report, December 2020.Methodology: The ACCC reports data in the quarters to June and December each year. To provide figures for data downloaded in a financial year, the quarters to March and October have been estimated. Each missing quarter is estimated as the geometric mean of the two quarters either side.","Department of Infrastructure, Transport, Regional Development, Communications and the Arts","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)","","exabytes",23,"AUS","Australia","4.23",2021,"Estimated for calendar  year.  Source: ACCC Internet Activity Record Keeping Rule (RKR), June 2021. Table 5 - Volume of data downloaded by type of access connectionDoes not include data uploaded. Methodology: The ACCC reports data in the quarters to June and December each year. To provide figures for data downloaded in a financial year, the quarters to March and October have been estimated. Each missing quarter is estimated as the geometric mean of the two quarters either side.","Department of Infrastructure, Transport, Regional Development and Communications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
